otuz bircimiz	otuz birciNNOMSGPSS1P
haberleşir misin?	haberleşmekVIND2SGPRSPOSINTR
umuruna	umurNDATSGPSS3S
rüyalardın	rüyaNLGSPEC12SPLPST
angutlardı	angutNLGSPEC13PPLPST
kızmaz	kızmakVIND3SGPRSNEGDECL
kibritlerinin	kibritNGENPLPSS2S
kerpeten	kerpetenNNOMSG
Türkçeleştiriyor muyduk?	TürkçeleştirmekVIND1PLPSTPROGPOSINTR
yönünün	yönNGENSGPSS3S
kaynaştırttın	kaynaştırtmakVIND2SGPSTPOSDECL
kapamanda	kapamaNLOCSGPSS2S
damadımın	damatNGENSGPSS1S
haberimizi	haberNACCSGPSS1P
levreğime	levrekNDATSGPSS1S
deşmedik	deşmekVIND1PLPSTNEGDECL
aygıtçıklarında	aygıtçıkNLOCPLPSS3P
sanmıyor musunuz?	sanmakVIND2PLPRSPROGNEGINTR
havlu atmıyor muydu?	havlu atmakVIND3SGPSTPROGNEGINTR
yaratıymış	yaratıNLGSPEC13SSGLGSPEC2
bluzlularımı	bluzluNACCPLPSS1S
kedilerinden	kediNABLPLPSS3S
sagaların	sagaNNOMPLPSS2S
müsaaden	müsaadeNNOMSGPSS2S
susmuyorsunuz	susmakVIND2PLPRSPROGNEGDECL
klişelerimizde	klişeNLOCPLPSS1P
düşünmezsin	düşünmekVIND2SGPRSNEGDECL
sapmıyorum	sapmakVIND1SGPRSPROGNEGDECL
rüzgârımız	rüzgârNNOMSGPSS1P
sakalının	sakalNGENSGPSS2S
binmedik mi?	binmekVIND1PLPSTNEGINTR
yanlış mıymışsın?	yanlışADJLGSPEC1LGSPEC22SGPOSINTR
primitif değil misiniz?	primitifADJLGSPEC1PRS2PLNEGINTR
mandalinanızdan	mandalinaNABLSGPSS2P
alyanınızın	alyanNGENSGPSS2P
deniliriz	denilmekVIND1PLPRSPOSDECL
kursiyerinize	kursiyerNDATSGPSS2P
erkeceylermişim	erkeceyNLGSPEC11SPLLGSPEC2
yermeyecek misiniz?	yermekVIND2PLFUTNEGINTR
önceliklerimi	öncelikNACCPLPSS1S
esenliklerinden	esenlikNABLPLPSS3P
hülyalara	hülyaNDATPL
yedeklerim	yedekNLGSPEC11SPLPRS
çekiçleri	çekiçNACCPL
öğütmüyorum	öğütmekVIND1SGPRSPROGNEGDECL
krizantemlerinin	krizantemNGENPLPSS3S
akosmizmlerde	akosmizmNLOCPL
sürtüklüklerimin	sürtüklükNGENPLPSS1S
kördünüz	körNLGSPEC12PSGPST
molekülümü	molekülNACCSGPSS1S
dakikasından	dakikaNABLSGPSS3S
kaçamağından	kaçamakNABLSGPSS3S
diferansiyel denklemimizi	diferansiyel denklemNACCSGPSS1P
geziyorsun	gezmekVIND2SGPRSPROGPOSDECL
sesli harfleri	sesli harfNACCPL
külfetlerinin	külfetNGENSGPSS3P
öksürmeyecek misiniz?	öksürmekVIND2PLFUTNEGINTR
kefallarını	kefalNACCPLPSS3P
öfkelendireceksiniz	öfkelendirmekVIND2PLFUTPOSDECL
politikacılardan	politikacıNABLPL
eksenimize	eksenNDATSGPSS1P
bahçıvanlarımıza	bahçıvanNDATPLPSS1P
otoculuğuz	otoculukNLGSPEC11PSGPRS
kaçağından	kaçakNABLSGPSS3S
dalağınızda	dalakNLOCSGPSS2P
şeftalide	şeftaliNLOCSG
çökertmediler mi?	çökertmekVIND3PLPSTNEGINTR
nergisimde	nergisNLOCSGPSS1S
buzullarınızın	buzulNGENPLPSS2P
ayıracağız	ayırmakVIND1PLFUTPOSDECL
geyşaydın	geyşaNLGSPEC12SSGPST
cezvemde	cezveNLOCSGPSS1S
âmâya	âmâNDATSG
prostatını	prostatNACCSGPSS2S
yalıyor muydunuz?	yalamakVIND2PLPSTPROGPOSINTR
ıstakozumuzda	ıstakozNLOCSGPSS1P
teorileri	teoriNACCPL
popomuz	popoNNOMSGPSS1P
destanlarınızın	destanNGENPLPSS2P
sivrisineğinize	sivrisinekNDATSGPSS2P
dedikoducuymuşsun	dedikoducuNLGSPEC12SSGLGSPEC2
şovlarımın	şovNGENPLPSS1S
ilginç miymişiz?	ilginçADJLGSPEC1LGSPEC21PLPOSINTR
kıskanmayacaklar mı?	kıskanmakVIND3PLFUTNEGINTR
salataymışsınız	salataNLGSPEC12PSGLGSPEC2
kurtçuklarız	kurtçukNLGSPEC11PPLPRS
taşaklarınızın	taşakNGENPLPSS2P
söker miyiz?	sökmekVIND1PLPRSPOSINTR
kandillerde	kandilNLOCPL
yoğurtçularımızın	yoğurtçuNGENPLPSS1P
kırmıyor muyduk?	kırmakVIND1PLPSTPROGNEGINTR
çiplerim	çipNNOMPLPSS1S
ölçüşecekler	ölçüşmekVIND3PLFUTPOSDECL
bacılar	bacıNLGSPEC13SPLPRS
abacılarmışsın	abacıNLGSPEC12SPLLGSPEC2
sakızı	sakızNNOMSGPSS3S
röpörtajun	röpörtajNGENSG
hastanenize	hastaneNDATSGPSS2P
deşecekler mi?	deşmekVIND3PLFUTPOSINTR
yolundurtuyor musunuz?	yolundurtmakVIND2PLPRSPROGPOSINTR
gelirimizden	gelirNABLSGPSS1P
nefretimde	nefretNLOCSGPSS1S
süperpozisyonda	süperpozisyonNLOCSG
körfezinizin	körfezNGENSGPSS2P
attırmıyor muyum?	attırmakVIND1SGPRSPROGNEGINTR
örtü sistemlerinden	örtü sistemiNABLPL
günahlarımdan	günahNABLPLPSS1S
atletik değil	atletikADJLGSPEC1PRS3SGNEGDECL
yan tümcenizde	yan tümceNLOCSGPSS2P
otuz bir çekmedim mi?	otuz bir çekmekVIND1SGPSTNEGINTR
uyruklarını	uyrukNACCPLPSS3P
ölçtürtüyor musunuz?	ölçtürtmekVIND2PLPRSPROGPOSINTR
penisimizde	penisNLOCSGPSS1P
bıyıklarından	bıyıkNABLSGPSS3P
sirkinden	sirkNABLSGPSS2S
yapışmayacaklar	yapışmakVIND3PLFUTNEGDECL
becerikli değiliz	becerikliADJLGSPEC1PRS1PLNEGDECL
hazcıda	hazcıNLOCSG
pilavlarına	pilavNDATPLPSS2S
dilberi	dilberNACCSG
salataları	salataNNOMPLPSS3P
çıngırağı çektik mi?	çıngırağı çekmekVIND1PLPSTPOSINTR
istiyor muydunuz?	istemekVIND2PLPSTPROGPOSINTR
ıslık çalar mısın?	ıslık çalmakVIND2SGPRSPOSINTR
sevişmedim	sevişmekVIND1SGPSTNEGDECL
masum değil miydik?	masumADJLGSPEC1PST1PLNEGINTR
cinsel ilişkinin	cinsel ilişkiNGENSG
ortaklıklarından	ortaklıkNABLSGPSS3P
öldürtülmedik mi?	öldürtülmekVIND1PLPSTNEGINTR
kumandalar	kumandaNNOMPL
sansarlarına	sansarNDATPLPSS2S
sıçanlarına	sıçanNDATPLPSS3P
neneydin	neneNLGSPEC12SSGPST
balıktınız	balıkNLGSPEC12PSGPST
leşinde	leşNLOCSGPSS2S
şehirleri	şehirNNOMSGPSS3P
fagotumun	fagotNGENSGPSS1S
aşık atıyorlar	aşık atmakVIND3PLPRSPROGPOSDECL
kasidelermişsiniz	kasideNLGSPEC12PPLLGSPEC2
paylaşımı	paylaşımNACCSG
tulumumu	tulumNACCSGPSS1S
darıldık	darılmakVIND1PLPSTPOSDECL
sisinden	sisNABLSGPSS3S
kanlılıklardan	kanlılıkNABLPL
çiftlerimizde	çiftNLOCPLPSS1P
heyecanlarımızı	heyecanNACCPLPSS1P
şortunun	şortNGENSGPSS2S
yorumlarını	yorumNACCPLPSS3P
yoğurtçuluklarımızı	yoğurtçulukNACCPLPSS1P
bakanı	bakanNACCSG
alındırmıyordu	alındırmakVIND3SGPSTPROGNEGDECL
yenilmiyor musun?	yenilmekVIND2SGPRSPROGNEGINTR
fakirleştirmediniz	fakirleştirmekVIND2PLPSTNEGDECL
birleşir mi?	birleşmekVIND3SGPRSPOSINTR
kozlarmış	kozNLGSPEC13SPLLGSPEC2
şatolarımızdan	şatoNABLPLPSS1P
cihanlarımı	cihanNACCPLPSS1S
ayakkabınızdan	ayakkabıNABLSGPSS2P
fakirlerin	fakirNNOMPLPSS2S
en küçük ortak kat	en küçük ortak katNNOMSG
platformundan	platformNABLSGPSS3S
cibiliyetimde	cibiliyetNLOCSGPSS1S
tıktı mı?	tıkmakVIND3SGPSTPOSINTR
hür yazılımında	hür yazılımNLOCSGPSS3S
karadan havaya füzelerin	karadan havaya füzeNNOMPLPSS2S
kesyaplarıma	kesyapNDATPLPSS1S
eskemiyor muydum?	eskimekVIND1SGPSTPROGNEGINTR
bandajımız	bandajNNOMSGPSS1P
otobüsleri	otobüsNNOMPLPSS3P
görüyorsun	görmekVIND2SGPRSPROGPOSDECL
kebaplarını	kebapNACCSGPSS3P
derleyiciyi	derleyiciNACCSG
fotoğrafçım	fotoğrafçıNNOMSGPSS1S
yalanımızda	yalanNLOCSGPSS1P
kolonyalarına	kolonyaNDATSGPSS3P
startımın	startNGENSGPSS1S
geri yazmanda	geri yazmaNLOCSGPSS2S
çok yüksek frekanslarını	çok yüksek frekansNACCPLPSS2S
güvensizliğinin	güvensizlikNGENSGPSS3S
fetişine	fetişNDATSGPSS2S
iribaşlarının	iribaşNGENSGPSS3P
babalıkların	babalıkNGENPL
derinize	deriNDATSGPSS2P
büyüyeceğiz	büyümekVIND1PLFUTPOSDECL
namazına	namazNDATSGPSS2S
erkeceylerinden	erkeceyNABLPLPSS2S
enstrümantalim	enstrümantalNNOMSGPSS1S
bitimini	bitimNACCSGPSS3S
sürtüklerin	sürtükNNOMPLPSS2S
çeçimizi	çeçNACCSGPSS1P
emlağına	emlakNDATSGPSS2S
kopmuyor muydun?	kopmakVIND2SGPSTPROGNEGINTR
sütyenine	sütyenNDATSGPSS2S
yağlayıcım	yağlayıcıNNOMSGPSS1S
aşurelerinde	aşureNLOCPLPSS3P
ispatlıyor muydu?	ispatlamakVIND3SGPSTPROGPOSINTR
doğuyuz	doğuNLGSPEC11PSGPRS
yayıncılıkların	yayıncılıkNGENPL
vurmayacak mısınız?	vurmakVIND2PLFUTNEGINTR
bağımlılıklarınıza	bağımlılıkNDATPLPSS2P
otomobilcileriniz	otomobilciNNOMPLPSS2P
çıkmaz sokaklarıma	çıkmaz sokakNDATPLPSS1S
satışlardan	satışNABLPL
tekfurlarında	tekfurNLOCPLPSS3S
mühendislerini	mühendisNACCSGPSS3P
süngerimizi	süngerNACCSGPSS1P
iğnelerimizi	iğneNACCPLPSS1P
jelatinlerini	jelatinNACCPLPSS3S
bakımsızdılar	bakımsızADJLGSPEC1PST3PLPOSDECL
pamuk şekerinde	pamuk şekeriNLOCSG
dağılmamın	dağılmaNGENSGPSS1S
ağlaşamıyordum	ağlaşmakVIND1SGPSTPROGNEGDECL
bombalarının	bombaNGENPLPSS2S
valideye	valideNDATSG
polinomlarımda	polinomNLOCPLPSS1S
süslere	süsNDATPL
fibrinojenlerinden	fibrinojenNABLPLPSS2S
karpuzmuşlar	karpuzNLGSPEC13PSGLGSPEC2
ağlamalar	ağlamaNNOMPL
parlatmıyordun	parlatmakVIND2SGPSTPROGNEGDECL
ayırıyor muydu?	ayırmakVIND3SGPSTPROGPOSINTR
kısıyor muydun?	kısmakVIND2SGPSTPROGPOSINTR
cevizlerini	cevizNACCSGPSS3P
gözlemelerimi	gözlemeNACCPLPSS1S
çalmayacak mıyım?	çalmakVIND1SGFUTNEGINTR
metrdotelimizden	metrdotelNABLSGPSS1P
hapsinizden	hapisNABLSGPSS2P
kokumun	kokuNGENSGPSS1S
telofazı	telofazNNOMSGPSS3S
yordamımıza	yordamNDATSGPSS1P
pabuçlarınızı	pabuçNACCPLPSS2P
deistinin	deistNGENSGPSS2S
geçmişinden	geçmişNABLSGPSS2S
ayarlatmıyor muydum?	ayarlatmakVIND1SGPSTPROGNEGINTR
tanımayacak mı?	tanımakVIND3SGFUTNEGINTR
iskenderlerim	iskenderNNOMPLPSS1S
serpti mi?	serpmekVIND3SGPSTPOSINTR
mısranızın	mısraNGENSGPSS2P
sütlü kahvelerden	sütlü kahveNABLPL
Çin çöl kedisi	Çin çöl kedisiNDATSG
rahiplerimin	rahipNGENPLPSS1S
gidilmiyorlar mıydı?	gidilmekVIND3PLPSTPROGNEGINTR
topolojilerim	topolojiNNOMPLPSS1S
ombudsmanlardı	ombudsmanNLGSPEC13SPLPST
maktanızın	maktaNGENSGPSS2P
mevzulardır	mevzuNLGSPEC13PPLPRS
kötüleşmeyecekler mi?	kötüleşmekVIND3PLFUTNEGINTR
altdilde	altdilNLOCSG
çıraklarının	çırakNGENPLPSS2S
kaplumbağalarımda	kaplumbağaNLOCPLPSS1S
kağıtlarımızda	kağıtNLOCPLPSS1P
çocukluklarda	çocuklukNLOCPL
sosyal paylaşım sitelerini	sosyal paylaşım sitesiNACCPL
ezmiyor musunuz?	ezmekVIND2PLPRSPROGNEGINTR
çökelekmiş	çökelekNLGSPEC13SSGLGSPEC2
alçak değildiler	alçakADJLGSPEC1PST3PLNEGDECL
altdillerine	altdilNDATSGPSS3P
gezegenimsi bulutsularını	gezegenimsi bulutsuNACCSGPSS3P
enstrümanımın	enstrümanNGENSGPSS1S
tiyatrolarmışsınız	tiyatroNLGSPEC12PPLLGSPEC2
çalar saati	çalar saatNACCSG
aldatmadılar mı?	aldatmakVIND3PLPSTNEGINTR
ağırmışsın	ağırADJLGSPEC1LGSPEC22SGPOSDECL
üredi mi?	üremekVIND3SGPSTPOSINTR
taklitçilerimizi	taklitçiNACCPLPSS1P
sarmaşıkların	sarmaşıkNNOMPLPSS2S
enfeksiyonlarımın	enfeksiyonNGENPLPSS1S
buluşuruz	buluşmakVIND1PLPRSPOSDECL
zamlarına	zamNDATPLPSS3P
keçiye	keçiNDATSG
duyacaklar	duymakVIND3PLFUTPOSDECL
seçicilerime	seçiciNDATPLPSS1S
sporcuların	sporcuNNOMPLPSS2S
endokrin sistemlerimizin	endokrin sistemNGENPLPSS1P
uyandın	uyanmakVIND2SGPSTPOSDECL
dedikoducuma	dedikoducuNDATSGPSS1S
göçer misiniz?	göçmekVIND2PLPRSPOSINTR
çıkmaz sokaklarınızdan	çıkmaz sokakNABLPLPSS2P
pelinlerinin	pelinNGENPLPSS3S
sindirimlerimden	sindirimNABLPLPSS1S
kolajlarımıza	kolajNDATPLPSS1P
geri yazmasının	geri yazmaNGENSGPSS3S
çift sayımız	çift sayıNNOMSGPSS1P
çürümüyor mu?	çürümekVIND3SGPRSPROGNEGINTR
uydusuna	uyduNDATSGPSS3S
sikilmiyor muydum?	sikilmekVIND1SGPSTPROGNEGINTR
falının	falNGENSGPSS2S
Zagreplinizin	ZagrepliNGENSGPSS2P
kâinatımız	kâinatNNOMSGPSS1P
metafazıma	metafazNDATSGPSS1S
donmamızın	donmaNGENSGPSS1P
incirlerine	incirNDATPLPSS2S
totemlerde	totemNLOCPL
küllüğünüz	küllükNNOMSGPSS2P
sağmayacağım	sağmakVIND1SGFUTNEGDECL
sezonlarını	sezonNACCPLPSS3S
uzaktılar	uzakNLGSPEC13PSGPST
mermisinin	mermiNGENSGPSS3S
çiftliklerini	çiftlikNACCPLPSS3P
düzelmeyeceksiniz	düzeltmekVIND2PLFUTNEGDECL
alçaklar mı?	alçakADJLGSPEC1PRS3PLPOSINTR
ölümmüşüm	ölümNLGSPEC11SSGLGSPEC2
parmaklarınızdan	parmakNABLPLPSS2P
yetmezliğimiz	yetmezlikNNOMSGPSS1P
bürüyecek miyiz?	bürümekVIND1PLFUTPOSINTR
dökmezler mi?	dökmekVIND3PLPRSNEGINTR
battaniyelerimizden	battaniyeNABLPLPSS1P
yuvalarının	yuvaNGENPLPSS3P
cinsel birleşmemiz	cinsel birleşmeNNOMSGPSS1P
toplamıyorsunuz	toplamakVIND2PLPRSPROGNEGDECL
lahmacunlarımızın	lahmacunNGENPLPSS1P
kurbağalarmışsın	kurbağaNLGSPEC12SPLLGSPEC2
ürktünüz mü?	ürkmekVIND2PLPSTPOSINTR
zurnan	zurnaNNOMSGPSS2S
canlandırtmam	canlandırtmakVIND1SGPRSNEGDECL
kustu mu?	kusmakVIND3SGPSTPOSINTR
âlemin	âlemNGENSG
ayılarından	ayıNABLSGPSS3P
kırıyorlar mı?	kırmakVIND3PLPRSPROGPOSINTR
peskütanlarını	peskütanNACCPLPSS3P
ilkelerim	ilkeNNOMPLPSS1S
dövüşçüsünde	dövüşçüNLOCSGPSS3S
milyarderde	milyarderNLOCSG
derneğim	dernekNLGSPEC11SSGPRS
yönetimleriniz	yönetimNNOMPLPSS2P
gizlemiyorsunuz	gizlemekVIND2PLPRSPROGNEGDECL
ortağımıza	ortakNDATSGPSS1P
kurulunu	kurulNACCSGPSS3S
vekildim	vekilNLGSPEC11SSGPST
yendirecek mi?	yendirmekVIND3SGFUTPOSINTR
şehvette	şehvetNLOCSG
sitelerinde	siteNLOCPLPSS3P
haşefemin	haşefeNGENSGPSS1S
heyecanlanmıyor muyum?	heyecanlanmakVIND1SGPRSPROGNEGINTR
götünüzden	götNABLSGPSS2P
mıknatıslarının	mıknatısNGENSGPSS3P
önemsizliklerini	önemsizlikNACCPLPSS2S
katılır mıyım?	katılmakVIND1SGPRSPOSINTR
serverleri	serverNNOMPLPSS3P
geometrileri	geometriNACCPL
plektrumun	plektrumNNOMSGPSS2S
iğrenir	iğrenmekVIND3SGPRSPOSDECL
kürüyordun	küremekVIND2SGPSTPROGPOSDECL
sorularımızdan	soruNABLPLPSS1P
rüyalarında	rüyaNLOCPLPSS3P
hareket etmiyor muydunuz?	hareket etmekVIND2PLPSTPROGNEGINTR
yapbozlara	yapbozNDATPL
otobüsümde	otobüsNLOCSGPSS1S
geçinir misiniz?	geçinmekVIND2PLPRSPOSINTR
korunmalarının	korunmaNGENPLPSS3P
sınırımıza	sınırNDATSGPSS1P
sümüklerinizden	sümükNABLPLPSS2P
kazağı	kazakNACCSG
mümessilim	mümessilNLGSPEC11SSGPRS
gecikmeyecek miyiz?	gecikmekVIND1PLFUTNEGINTR
maskaranızda	maskaraNLOCSGPSS2P
oturmaz mı?	oturmakVIND3SGPRSNEGINTR
kedilerinizde	kediNLOCPLPSS2P
şişman istemciler	şişman istemciNLGSPEC13SPLPRS
helak olmuyorduk	helak olmakVIND1PLPSTPROGNEGDECL
yasakları	yasakNNOMPLPSS3S
gözden kayboldular mu?	gözden kaybolmakVIND3PLPSTPOSINTR
ağdacılarından	ağdacıNABLPLPSS2S
dirilmemiyor mu?	dirilmemekVIND3SGPRSPROGNEGINTR
öğüttüm	öğütmekVIND1SGPSTPOSDECL
kanıtlamıyordu	kanıtlamakVIND3SGPSTPROGNEGDECL
tabutlarımızda	tabutNLOCPLPSS1P
Lefkoşalılardım	LefkoşalıNLGSPEC11SPLPST
izleyicinin	izleyiciNGENSG
sucukmuşum	sucukNLGSPEC11SSGLGSPEC2
amaçlarımız	amaçNNOMPLPSS1P
cenupları	cenupNACCPL
Siyamlı ikizde	Siyamlı ikizNLOCSG
lokumların	lokumNGENPL
ulumuyor musunuz?	ulumakVIND2PLPRSPROGNEGINTR
soğumuyor muydum?	soğumakVIND1SGPSTPROGNEGINTR
silgiyiz	silgiNLGSPEC11PSGPRS
öksürmüyordular	öksürmekVIND3PLPSTPROGNEGDECL
saksocularıma	saksocuNDATPLPSS1S
anasonumuzda	anasonNLOCSGPSS1P
uçan halıların	uçan halıNGENPL
mısırlarının	mısırNGENPLPSS2S
bluzlusunu	bluzluNACCSGPSS3S
hareket etmiyorlar	hareket etmekVIND3PLPRSPROGNEGDECL
yaptırtırlar	yaptırtmakVIND3PLPRSPOSDECL
karamellerimizde	karamelNLOCPLPSS1P
garsondan	garsonNABLSG
hatırlarına	hatırNDATPLPSS3S
cinleriz	cinNLGSPEC11PPLPRS
şallarını	şalNACCPLPSS3S
ölçtürecek miyim?	ölçtürmekVIND1SGFUTPOSINTR
uyumazsın	uyumakVIND2SGPRSNEGDECL
filozofların	filozofNGENPL
hinterlandı	hinterlantNNOMSGPSS3S
kamçınıza	kamçıNDATSGPSS2P
gerzeklerime	gerzekNDATPLPSS1S
kaynaçlarında	kaynaçNLOCPLPSS3S
sınırlı integrallerde	sınırlı integralNLOCPL
akbabaydınız	akbabaNLGSPEC12PSGPST
yanıtlarınız	yanıtNNOMPLPSS2P
izlencelerin	izlenceNNOMPLPSS2S
karideslerden	karidesNABLPL
lunaparklarım	lunaparkNLGSPEC11SPLPRS
dağıtımlarının	dağıtımNGENPLPSS2S
milyarderlermişsin	milyarderNLGSPEC12SPLLGSPEC2
rubainin	rubaiNGENSGPSS2S
fındıkları	fındıkNACCPL
buharlaşıyordun	buharlaşmakVIND2SGPSTPROGPOSDECL
voleybolcuları	voleybolcuNNOMSGPSS3P
başçığı	başçıkNACCSG
geceliklerinden	gecelikNABLPLPSS3P
yoksullaştırıyorsunuz	yoksullaştırmakVIND2PLPRSPROGPOSDECL
küllüğü	küllükNACCSG
buluşuyor muydu?	buluşmakVIND3SGPSTPROGPOSINTR
bluzlularına	bluzluNDATPLPSS2S
enfeksiyonlarımda	enfeksiyonNLOCPLPSS1S
dağıtmıyor	dağıtmakVIND3SGPRSPROGNEGDECL
yanlış değildiniz	yanlışADJLGSPEC1PST2PLNEGDECL
yelkenlerinden	yelkenNABLPLPSS3P
akrepleri	akrepNNOMPLPSS3S
gazellerinize	gazelNDATPLPSS2P
tütmüyorduk	tütmekVIND1PLPSTPROGNEGDECL
yelkenleri	yelkenNACCPL
kovmadım mı?	kovmakVIND1SGPSTNEGINTR
lokması	lokmaNNOMSGPSS3S
âşıklarınızdan	âşıkNABLPLPSS2P
maçımızdan	maçNABLSGPSS1P
reel sayılarımın	reel sayıNGENPLPSS1S
istisnalarsınız	istisnaNLGSPEC12PPLPRS
fotoğrafları	fotoğrafNNOMSGPSS3P
korunmalarını	korunmaNACCPLPSS3P
taradı mı?	taramakVIND3SGPSTPOSINTR
kırmadınız	kırmakVIND2PLPSTNEGDECL
ummayacak mı?	ummakVIND3SGFUTNEGINTR
ürünlerin	ürünNNOMPLPSS2S
maymun	maymunNNOMSG
boşalıyor musun?	boşalmakVIND2SGPRSPROGPOSINTR
güvensizlikleri	güvensizlikNNOMPLPSS3P
platformumu	platformNACCSGPSS1S
çorbandan	çorbaNABLSGPSS2S
hediyelik eşya	hediyelik eşyaNLGSPEC13SSGPRS
kapatmadın mı?	kapatmakVIND2SGPSTNEGINTR
deisttik	deistNLGSPEC11PSGPST
gri kedilere	gri kediNDATPL
orta yaş bunalımında	orta yaş bunalımıNLOCSG
hiperbolünüzden	hiperbolNABLSGPSS2P
korkuluğunda	korkulukNLOCSGPSS2S
ilklendiriyorlar	ilklendirmekVIND3PLPRSPROGPOSDECL
eksikliğime	eksiklikNDATSGPSS1S
getirmiyor muyuz?	getirmekVIND1PLPRSPROGNEGINTR
dövmüyor muydunuz?	dövmekVIND2PLPSTPROGNEGINTR
kamçılarında	kamçıNLOCPLPSS3S
hatırlarına	hatırNDATPLPSS3P
peynirli pastalarını	peynirli pastaNACCPLPSS3P
sözlüğümü	sözlükNACCSGPSS1S
güvenlilikte	güvenlilikNLOCSG
yağmandan	yağmaNABLSGPSS2S
bastonlarımda	bastonNLOCPLPSS1S
pandeiste	pandeistNDATSG
odalar	odaNNOMPL
kılıyordun	kılmakVIND2SGPSTPROGPOSDECL
gidiliyor	gidilmekVIND3SGPRSPROGPOSDECL
yemeninden	yemeniNABLSGPSS2S
polislerine	polisNDATPLPSS2S
otobüsünüz	otobüsNNOMSGPSS2P
kestirmelerinizden	kestirmeNABLPLPSS2P
bozunumlarını	bozunumNACCPLPSS3S
parçacıklarınızda	parçacıkNLOCPLPSS2P
kartpostallarınız	kartpostalNNOMPLPSS2P
kağıdınızı	kağıtNACCSGPSS2P
nüfuzlardan	nüfuzNABLPL
yonttu	yontmakVIND3SGPSTPOSDECL
bulmadık mı?	bulmakVIND1PLPSTNEGINTR
solucanlarında	solucanNLOCSGPSS3P
oynamadı	oynamakVIND3SGPSTNEGDECL
havuç sineğini	havuç sineğiNACCSG
çevirimlerimiz	çevirimNNOMPLPSS1P
cikletleri	cikletNACCPL
güreşçilerinizden	güreşçiNABLPLPSS2P
elmasmışsın	elmasNLGSPEC12SSGLGSPEC2
günahkârlarında	günahkârNLOCPLPSS3S
dudağın	dudakNNOMSGPSS2S
sendromuna	sendromNDATSGPSS2S
sönmüyor muydu?	sönmekVIND3SGPSTPROGNEGINTR
dermiyor muyuz?	dermekVIND1PLPRSPROGNEGINTR
küvetinde	küvetNLOCSGPSS3S
diriliyordu	dirilmekVIND3SGPSTPROGPOSDECL
katılaştık mı?	katılaşmakVIND1PLPSTPOSINTR
börülcemize	börülceNDATSGPSS1P
gafından	gafNABLSGPSS2S
damatlar	damatNLGSPEC13SPLPRS
körfezini	körfezNACCSGPSS3S
delmez miyim?	delmekVIND1SGPRSNEGINTR
şimşekler	şimşekNNOMPL
güvenliliklerinizin	güvenlilikNGENPLPSS2P
havramda	havraNLOCSGPSS1S
karantinanı	karantinaNACCSGPSS2S
tütülerinden	tütüNABLPLPSS3P
tozunu	tozNACCSGPSS2S
dağıtımının	dağıtımNGENSGPSS2S
kunduzlarmış	kunduzNLGSPEC13SPLLGSPEC2
çarpıyorlar mıydı?	çarpmakVIND3PLPSTPROGPOSINTR
eksikliklerimiz	eksiklikNNOMPLPSS1P
üşenmezsin	üşenmekVIND2SGPRSNEGDECL
nedenime	nedenNDATSGPSS1S
yaydın	yaymakVIND2SGPSTPOSDECL
fotoğrafımı	fotoğrafNACCSGPSS1S
bitişlerden	bitişNABLPL
ağaçkakanlarına	ağaçkakanNDATPLPSS3P
fevt oluyorlar mı?	fevt olmakVIND3PLPRSPROGPOSINTR
yerküre bilimcinde	yerküre bilimciNLOCSGPSS2S
ateşe vermiyorlar	ateşe vermekVIND3PLPRSPROGNEGDECL
acayip değiller	acayipADJLGSPEC1PRS3PLNEGDECL
telaffuzu	telaffuzNNOMSGPSS3S
acıktırtacağım	acıktırtmakVIND1SGFUTPOSDECL
aşık atacağız	aşık atmakVIND1PLFUTPOSDECL
otellerin	otelNGENPL
gözden kaybolmuyor muyuz?	gözden kaybolmakVIND1PLPRSPROGNEGINTR
malumatlarını	malumatNACCSGPSS3P
negatif sayımız	negatif sayıNNOMSGPSS1P
tiyatroları	tiyatroNNOMPLPSS3S
temsillerinizde	temsilNLOCPLPSS2P
bozayılardan	bozayıNABLPL
salamımda	salamNLOCSGPSS1S
yağmaz mıyım?	yağmakVIND1SGPRSNEGINTR
askılarımızın	askıNGENPLPSS1P
kahvelerinde	kahveNLOCPLPSS2S
nedimelermişim	nedimeNLGSPEC11SPLLGSPEC2
hareket etmiyor mu?	hareket etmekVIND3SGPRSPROGNEGINTR
tekilalarını	tekilaNACCPLPSS2S
başarılı değilmişsin	başarılıADJLGSPEC1LGSPEC22SGNEGDECL
magmalarınızı	magmaNACCPLPSS2P
perinden	periNABLSGPSS2S
kisttik	kistNLGSPEC11PSGPST
taklitçi olurlar mı?	taklitçi olmakVIND3PLPRSPOSINTR
kötüleşir miyim?	kötüleşmekVIND1SGPRSPOSINTR
dövecekler	dövmekVIND3PLFUTPOSDECL
kılavuzlarının	kılavuzNGENPLPSS3S
solarsınız	solmakVIND2PLPRSPOSDECL
depoda	depoNLOCSG
gezegenimsi bulutsusuna	gezegenimsi bulutsuNDATSGPSS3S
demliyor musunuz?	demlemekVIND2PLPRSPROGPOSINTR
pişerim	pişmekVIND1SGPRSPOSDECL
müezzinlerim	müezzinNNOMPLPSS1S
pancarınıza	pancarNDATSGPSS2P
evrimimden	evrimNABLSGPSS1S
bölecek mi?	bölmekVIND3SGFUTPOSINTR
finişlerini	finişNACCPLPSS3S
sonumuz	sonNNOMSGPSS1P
dehşetlerin	dehşetNGENPL
gizlemiyor muyduk?	gizlemekVIND1PLPSTPROGNEGINTR
