rahatlattı	rahatla+Verb^DB+Verb+Caus+Pos+Past+A3sg
aşkının	aşk+Noun+A3sg+P3sg+Gen
delillerini	delil+Noun+A3pl+P3sg+Acc
kulaklarımla	kulak+Noun+A3pl+P1sg+Ins
işitmek	işit+Verb+Pos^DB+Noun+Inf1+A3sg+Pnon+Nom
zevkine	zevk+Noun+A3sg+P3sg+Dat
alayla	ala+Adj^DB+Noun+Zero+A3sg+Pnon+Ins
terbiye	terbiye+Noun+A3sg+Pnon+Nom
adamın	adam+Noun+A3sg+Pnon+Gen
konuşması	konuş+Verb+Pos^DB+Noun+Inf2+A3sg+P3sg+Nom
söylemediğinizi	söyle+Verb+Neg^DB+Noun+PastPart+A3sg+P2pl+Acc
kaynaktan	kaynak+Noun+A3sg+Pnon+Abl
gülümsemeyle	gülümse+Verb+Pos^DB+Noun+Inf2+A3sg+Pnon+Ins
dudak	dudak+Noun+A3sg+Pnon+Nom
aleyhinizde	aleyh+Noun+A3sg+P2pl+Loc
kötülemek	kötüle+Verb+Pos^DB+Noun+Inf1+A3sg+Pnon+Nom
iftira	iftira+Noun+A3sg+Pnon+Nom
etmek	et+Verb+Pos^DB+Noun+Inf1+A3sg+Pnon+Nom
kalışım	kal+Verb+Pos^DB+Noun+Inf3+A3sg+P1sg+Nom
güçlükle	güçlük+Noun+A3sg+Pnon+Ins
vazgeçirdiğimin	vazgeç+Verb^DB+Verb+Caus+Pos^DB+Noun+PastPart+A3sg+P1sg+Gen
delili	delil+Noun+A3sg+P3sg+Nom
çarelere	çare+Noun+A3pl+Pnon+Dat
kalbinden	kalp+Noun+A3sg+P3sg+Abl
atmak	at+Verb+Pos^DB+Noun+Inf1+A3sg+Pnon+Nom
otoritemi	otorite+Noun+A3sg+P1sg+Acc
kullanmak	kullan+Verb+Pos^DB+Noun+Inf1+A3sg+Pnon+Nom
kabulünü	kabul+Noun+A3sg+P3sg+Acc
elde	el+Noun+A3sg+Pnon+Loc
edene	et+Verb+Pos^DB+Adj+PresPart^DB+Noun+Zero+A3sg+Pnon+Dat
konuştuklarımızı	konuş+Verb+Pos^DB+Noun+PastPart+A3pl+P1pl+Acc
hareketiyle	hareket+Noun+A3sg+P3sg+Ins
makine	makine+Noun+A3sg+Pnon+Nom
kederle	keder+Noun+A3sg+Pnon+Ins
acıdığım	acı+Verb+Pos^DB+Noun+PastPart+A3sg+P1sg+Nom
gözyaşlarının	gözyaşı+Noun+A3pl+P3pl+Gen
olmanız	ol+Verb+Pos^DB+Noun+Inf2+A3sg+P2pl+Nom
odaya	oda+Noun+A3sg+Pnon+Dat
sırada	sıra+Noun+A3sg+Pnon+Loc
bulduğunu	bul+Verb+Pos^DB+Noun+PastPart+A3sg+P3sg+Acc
kuyumu	kuyu+Noun+A3sg+P1sg+Acc
çoktan	çok+Adj^DB+Noun+Zero+A3sg+Pnon+Abl
yaptığımı	yap+Verb+Pos^DB+Noun+PastPart+A3sg+P1sg+Acc
unvan	unvan+Noun+A3sg+Pnon+Nom
devlet	devlet+Noun+A3sg+Pnon+Nom
kuşu	kuş+Noun+A3sg+P3sg+Nom
yakında	yakın+Noun+A3sg+Pnon+Loc
muhitten	muhit+Noun+A3sg+Pnon+Abl
servetin	servet+Noun+A3sg+Pnon+Gen
izdivacı	izdivaç+Noun+A3sg+P3sg+Nom
evlenmekle	evlen+Verb+Pos^DB+Noun+Inf1+A3sg+Pnon+Ins
erkekten	erkek+Noun+A3sg+Pnon+Abl
başkasını	başka+Adj^DB+Noun+Zero+A3sg+P3sg+Acc
azabı	azap+Noun+A3sg+P3sg+Nom
işlediği	işle+Verb+Pos^DB+Noun+PastPart+A3sg+P3sg+Nom
suçu	suç+Noun+A3sg+Pnon+Acc
affettireceğini	affet+Verb^DB+Verb+Caus+Pos^DB+Noun+FutPart+A3sg+P3sg+Acc
nokta	nokta+Noun+A3sg+Pnon+Nom
onda	on+Num+Card^DB+Noun+Zero+A3sg+Pnon+Loc
dereceye	derece+Noun+A3sg+Pnon+Dat
evlenmeyle	evlen+Verb+Pos^DB+Noun+Inf2+A3sg+Pnon+Ins
mert	mert+Noun+A3sg+Pnon+Nom
düştüğü	düş+Verb+Pos^DB+Noun+PastPart+A3sg+P3sg+Nom
cehennemlik	cehennem+Noun+A3sg+Pnon+Nom^DB+Noun+Ness+A3sg+Pnon+Nom
mezara	mezar+Noun+A3sg+Pnon+Dat
evlenmeye	evlen+Verb+Pos^DB+Noun+Inf2+A3sg+Pnon+Dat
yapacağı	yap+Verb+Pos^DB+Noun+FutPart+A3sg+P3sg+Nom
fedakarlığın	fedakar+Adj^DB+Noun+Ness+A3sg+Pnon+Gen
kutsallığını	kutsal+Adj^DB+Noun+Ness+A3sg+P3sg+Acc
asaletine	asalet+Noun+A3sg+P3sg+Dat
sihrine	sihir+Noun+A3sg+P3sg+Dat
ruhunda	ruh+Noun+A3sg+P3sg+Loc
şövalyelik	şövalye+Noun+A3sg+Pnon+Nom^DB+Noun+Ness+A3sg+Pnon+Nom
dayanağı	dayanak+Noun+A3sg+P3sg+Nom
tesellisi	teselli+Noun+A3sg+P3sg+Nom
yoldaşı	yoldaş+Noun+A3sg+P3sg+Nom
adına	ad+Noun+A3sg+P3sg+Dat
hayatının	hayat+Noun+A3sg+P3sg+Gen
günleri	gün+Noun+A3pl+Pnon+Acc
dostluk	dost+Noun+A3sg+Pnon+Nom^DB+Noun+Ness+A3sg+Pnon+Nom
sevgi	sevgi+Noun+A3sg+Pnon+Nom
gurubu	gurup+Noun+A3sg+P3sg+Nom
cennet	cennet+Noun+A3sg+Pnon+Nom
rica	rica+Noun+A3sg+Pnon+Nom
rahibe	rahip+Noun+A3sg+Pnon+Dat
fedakarlığı	fedakar+Adj^DB+Noun+Ness+A3sg+P3sg+Nom
sorunuzu	soru+Noun+A3sg+P2pl+Acc
anlamı	anlam+Noun+A3sg+P3sg+Nom
çıkarına	çıkar+Noun+A3sg+P3sg+Dat
çıkarımızı	çıkar+Noun+A3sg+P1pl+Acc
hesaplılıkla	hesaplı+Adj^DB+Noun+Ness+A3sg+Pnon+Ins
kattığımızı	kat+Verb+Pos^DB+Noun+PastPart+A3sg+P1pl+Acc
aklımda	akıl+Noun+A3sg+P1sg+Loc
yapmaktan	yap+Verb+Pos^DB+Noun+Inf1+A3sg+Pnon+Abl
alamadığım	al+Verb^DB+Verb+Able+Neg^DB+Noun+PastPart+A3sg+P1sg+Nom
konuşmama	konuş+Verb+Neg^DB+Noun+Inf2+A3sg+Pnon+Nom
güvercin	güvercin+Noun+A3sg+Pnon+Nom
sevmeyi	sev+Verb+Pos^DB+Noun+Inf2+A3sg+Pnon+Acc
elinizi	el+Noun+A3sg+P2pl+Acc
vicdanınıza	vicdan+Noun+A3sg+P2pl+Dat
başkası	başka+Adj^DB+Noun+Zero+A3sg+P3sg+Nom
çıkarını	çıkar+Noun+A3sg+P3sg+Acc
menfaat	menfaat+Noun+A3sg+Pnon+Nom
kokusu	koku+Noun+A3sg+P3sg+Nom
işlerde	iş+Noun+A3pl+Pnon+Loc
varmadan	var+Verb+Pos^DB+Noun+Inf2+A3sg+Pnon+Abl
asaletten	asalet+Noun+A3sg+Pnon+Abl
ayrılmadığımızı	ayır+Verb^DB+Verb+Pass+Neg^DB+Noun+PastPart+A3sg+P1pl+Acc
tekrarlamak	tekrarla+Verb+Pos^DB+Noun+Inf1+A3sg+Pnon+Nom
asilliğe	asil+Adj^DB+Noun+Ness+A3sg+Pnon+Dat
hesapla	hesap+Noun+A3sg+Pnon+Ins
ettiğimi	et+Verb+Pos^DB+Noun+PastPart+A3sg+P1sg+Acc
çıkarımı	çıkar+Noun+A3sg+P1sg+Acc
gözettiğimi	göze+Verb^DB+Verb+Caus+Pos^DB+Noun+PastPart+A3sg+P1sg+Acc
cevabım	cevap+Noun+A3sg+P1sg+Nom
ihtiyacım	ihtiyaç+Noun+A3sg+P1sg+Nom
defteri	defter+Noun+A3sg+P3sg+Nom
hesaplara	hesap+Noun+A3pl+Pnon+Dat
yaşlar	yaş+Noun+A3pl+Pnon+Nom
açıklamayı	açıkla+Verb+Pos^DB+Noun+Inf2+A3sg+Pnon+Acc
kere	kere+Noun+A3sg+Pnon+Nom
düşünmediğimi	düşün+Verb+Neg^DB+Noun+PastPart+A3sg+P1sg+Acc
cher	cher+Noun+A3sg+Pnon+Nom
hesaplarımda	hesap+Noun+A3pl+P1sg+Loc
çıkarınızın	çıkar+Noun+A3sg+P2pl+Gen
payı	pay+Noun+A3sg+P3sg+Nom
havaya	hava+Noun+A3sg+Pnon+Dat
kıt	kıt+Noun+A3sg+Pnon+Nom
hayaller	hayal+Noun+A3pl+Pnon+Nom
kurmanın	kur+Verb+Pos^DB+Noun+Inf2+A3sg+Pnon+Gen
başkasının	başka+Adj^DB+Noun+Zero+A3sg+P3sg+Gen
kafası	kafa+Noun+A3sg+P3sg+Nom
düşünceleriyle	düşünce+Noun+A3pl+P3sg+Ins
sanmanın	san+Verb+Pos^DB+Noun+Inf2+A3sg+Pnon+Gen
açıklamak	açıkla+Verb+Pos^DB+Noun+Inf1+A3sg+Pnon+Nom
dışına	dış+Noun+A3sg+P3sg+Dat
anladığıma	anla+Verb+Pos^DB+Noun+PastPart+A3sg+P1sg+Dat
gözle	göz+Noun+A3sg+Pnon+Ins
duygularınıza	duygu+Noun+A3pl+P2pl+Dat
niyetlerinize	niyet+Noun+A3pl+P2pl+Dat
güvensizliği	güven+Noun+A3sg+Pnon+Nom^DB+Adj+Without^DB+Noun+Ness+A3sg+P3sg+Nom
davrandığının	davran+Verb+Pos^DB+Noun+PastPart+A3sg+P3sg+Gen
ürkekliğin	ürkek+Adj^DB+Noun+Ness+A3sg+Pnon+Gen
güvensizliğin	güven+Noun+A3sg+Pnon+Nom^DB+Adj+Without^DB+Noun+Ness+A3sg+Pnon+Gen
niyetlerinizin	niyet+Noun+A3pl+P2pl+Gen
olmadığına	ol+Verb+Neg^DB+Noun+PastPart+A3sg+P3sg+Dat
evladımın	evlat+Noun+A3sg+P1sg+Gen
sitemlerle	sitem+Noun+A3pl+Pnon+Ins
küfürlerle	küfür+Noun+A3pl+Pnon+Ins
hareketlerinizle	hareket+Noun+A3pl+P2pl+Ins
şüphelerini	şüphe+Noun+A3pl+P3sg+Acc
keder	keder+Noun+A3sg+Pnon+Nom
ümitsizlik	ümit+Noun+A3sg+Pnon+Nom^DB+Adj+Without^DB+Noun+Ness+A3sg+Pnon+Nom
gözyaşlarıyla	gözyaşı+Noun+A3pl+P3pl+Ins
asaletiyle	asalet+Noun+A3sg+P3sg+Ins
sözümü	söz+Noun+A3sg+P1sg+Acc
canımdan	can+Noun+A3sg+P1sg+Abl
sebepler	sebep+Noun+A3pl+Pnon+Nom
boyun	boyun+Noun+A3sg+Pnon+Nom
deyim	deyim+Noun+A3sg+Pnon+Nom
bıçak	bıçak+Noun+A3sg+Pnon+Nom
koyunun	koyun+Noun+A3sg+Pnon+Gen
bakışını	bak+Verb+Pos^DB+Noun+Inf3+A3sg+P3sg+Acc
gözlerine	göz+Noun+A3pl+P3sg+Dat
tesiri	tesir+Noun+A3sg+P3sg+Nom
söyledikleriniz	söyle+Verb+Pos^DB+Noun+PastPart+A3pl+P2pl+Nom
elim	el+Noun+A3sg+P1sg+Nom
manzarayı	manzara+Noun+A3sg+Pnon+Acc
ayrıntıları	ayrıntı+Noun+A3pl+Pnon+Acc
sonuçlarıyla	sonuç+Noun+A3pl+P3sg+Ins
göstermek	göster+Verb+Pos^DB+Noun+Inf1+A3sg+Pnon+Nom
burjuvazide	burjuvazi+Noun+A3sg+Pnon+Loc
baloda	balo+Noun+A3sg+Pnon+Loc
ışıklar	ışık+Noun+A3pl+Pnon+Nom
müzik	müzik+Noun+A3sg+Pnon+Nom
eğlencenin	eğlence+Noun+A3sg+Pnon+Gen
yüzle	yüz+Num+Card^DB+Noun+Zero+A3sg+Pnon+Ins
sütuna	sütun+Noun+A3sg+Pnon+Dat
yerden	yer+Noun+A3sg+Pnon+Abl
nağmeleri	nağme+Noun+A3pl+P3sg+Nom
sosyete	sosyete+Noun+A3sg+Pnon+Nom
misafirlerinin	misafir+Noun+A3pl+P3sg+Gen
esprileri	espri+Noun+A3pl+P3pl+Nom
başınıza	baş+Noun+A3sg+P2pl+Dat
aşkınızın	aşk+Noun+A3sg+P2pl+Gen
feda	feda+Noun+A3sg+Pnon+Nom
ayağımın	ayak+Noun+A3sg+P1sg+Gen
altına	alt+Noun+A3sg+P3sg+Dat
kuvvetle	kuvvet+Noun+A3sg+Pnon+Ins
sıhhati	sıhhat+Noun+A3sg+P3sg+Nom
mersinlerin	mersin+Noun+A3pl+Pnon+Gen
limonların	limon+Noun+A3pl+Pnon+Gen
göklerin	gök+Noun+A3pl+Pnon+Gen
güllerin	gül+Noun+A3pl+Pnon+Gen
öpücüklerinin	öpücük+Noun+A3pl+P3sg+Gen
havada	hava+Noun+A3sg+Pnon+Loc
diyarı	diyar+Noun+A3sg+P3sg+Nom
mevkinizi	mevki+Noun+A3sg+P2pl+Acc
ahbaplarınızı	ahbap+Noun+A3pl+P2pl+Acc
aşkınız	aşk+Noun+A3sg+P2pl+Nom
bakmaktan	bak+Verb+Pos^DB+Noun+Inf1+A3sg+Pnon+Abl
istediğimi	iste+Verb+Pos^DB+Noun+PastPart+A3sg+P1sg+Acc
canavar	canavar+Noun+A3sg+Pnon+Nom
hain	hain+Noun+A3sg+Pnon+Nom
kimseler	kimse+Noun+A3pl+Pnon+Nom
gitmediğinizi	git+Verb+Neg^DB+Noun+PastPart+A3sg+P2pl+Acc
adını	ad+Noun+A3sg+P3sg+Acc
mana	mana+Noun+A3sg+Pnon+Nom
kötülük	kötü+Adj^DB+Noun+Ness+A3sg+Pnon+Nom
öğütlememe	öğütle+Verb+Neg^DB+Noun+Inf2+A3sg+Pnon+Nom
birinde	bir+Adj^DB+Noun+Zero+A3sg+P3sg+Loc
kaderinden	kader+Noun+A3sg+P3sg+Abl
akrabalığınız	akraba+Noun+A3sg+Pnon+Nom^DB+Noun+Ness+A3sg+P2pl+Nom
engel	engel+Noun+A3sg+Pnon+Nom
şahısların	şahıs+Noun+A3pl+Pnon+Gen
evlenmeyi	evlen+Verb+Pos^DB+Noun+Inf2+A3sg+Pnon+Acc
şeref	şeref+Noun+A3sg+Pnon+Nom
sayesinde	saye+Noun+A3sg+P3sg+Loc
muhite	muhit+Noun+A3sg+Pnon+Dat
mevkie	mevki+Noun+A3sg+Pnon+Dat
rütbeler	rütbe+Noun+A3pl+Pnon+Nom
varınız	var+Adj^DB+Noun+Zero+A3sg+P2pl+Nom
yoğunuz	yok+Adj^DB+Noun+Zero+A3sg+P2pl+Nom
köyden	köy+Noun+A3sg+Pnon+Abl
düzene	düzen+Noun+A3sg+Pnon+Dat
üzerime	üzer+Noun+A3sg+P1sg+Dat
önemlisi	önem+Noun+A3sg+Pnon+Nom^DB+Adj+With^DB+Noun+Zero+A3sg+P3sg+Nom
kalbinize	kalp+Noun+A3sg+P2pl+Dat
fedakarlık	fedakar+Adj^DB+Noun+Ness+A3sg+Pnon+Nom
faydanızın	fayda+Noun+A3sg+P2pl+Gen
varmamak	var+Verb+Neg^DB+Noun+Inf1+A3sg+Pnon+Nom
çıkarınızı	çıkar+Noun+A3sg+P2pl+Acc
hesaplayamamak	hesapla+Verb^DB+Verb+Able+Neg^DB+Noun+Inf1+A3sg+Pnon+Nom
burnunuzun	burun+Noun+A3sg+P2pl+Gen
gözlerinizin	göz+Noun+A3pl+P2pl+Gen
diyeni	de+Verb+Pos^DB+Adj+PresPart^DB+Noun+Zero+A3sg+P3sg+Nom
görmemek	gör+Verb+Neg^DB+Noun+Inf1+A3sg+Pnon+Nom
saçlarına	saç+Noun+A3pl+P3sg+Dat
ümitsizliğe	ümit+Noun+A3sg+Pnon+Nom^DB+Adj+Without^DB+Noun+Ness+A3sg+Pnon+Dat
ağlamaya	ağla+Verb+Pos^DB+Noun+Inf2+A3sg+Pnon+Dat
taşkınlığınızdan	taşkınlık+Noun+A3sg+P2pl+Abl
içinizde	iç+Noun+A3sg+P2pl+Loc
ateşten	ateş+Noun+A3sg+Pnon+Abl
sevginizden	sevgi+Noun+A3sg+P2pl+Abl
yaptığınızı	yap+Verb+Pos^DB+Noun+PastPart+A3sg+P2pl+Acc
anlaması	anla+Verb+Pos^DB+Noun+Inf2+A3sg+P3sg+Nom
gönlünü	gönül+Noun+A3sg+P3sg+Acc
öğrettiğim	öğret+Verb+Pos^DB+Noun+PastPart+A3sg+P1sg+Nom
kabalık	kaba+Adj^DB+Noun+Ness+A3sg+Pnon+Nom
yoluna	yol+Noun+A3sg+P3sg+Dat
tüccara	tüccar+Noun+A3sg+Pnon+Dat
sağlığı	sağlık+Noun+A3sg+P3sg+Nom
dua	dua+Noun+A3sg+Pnon+Nom
şövalyeler	şövalye+Noun+A3pl+Pnon+Nom
ihtiyarcığa	ihtiyar+Noun+A3sg+Pnon+Nom^DB+Noun+Dim+A3sg+Pnon+Dat
candan	can+Noun+A3sg+Pnon+Abl
ömür	ömür+Noun+A3sg+Pnon+Nom
gündüz	gündüz+Noun+A3sg+Pnon+Nom
gözyaşları	gözyaşı+Noun+A3pl+P3pl+Nom
kızımın	kız+Noun+A3sg+P1sg+Gen
saadeti	saadet+Noun+A3sg+P3sg+Nom
pamuk	pamuk+Noun+A3sg+Pnon+Nom
ipliğine	ip+Noun+A3sg+Pnon+Nom^DB+Noun+Ness+A3sg+P3sg+Dat
başkente	başkent+Noun+A3sg+Pnon+Dat
sosyeteye	sosyete+Noun+A3sg+Pnon+Dat
tanıtmak	tanı+Verb^DB+Verb+Caus+Pos^DB+Noun+Inf1+A3sg+Pnon+Nom
tuz	tuz+Noun+A3sg+Pnon+Nom
biber	biber+Noun+A3sg+Pnon+Nom
gerisi	geri+Adj^DB+Noun+Zero+A3sg+P3sg+Nom
elinde	el+Noun+A3sg+P3sg+Loc
emanet	emanet+Noun+A3sg+Pnon+Nom
sabır	sabır+Noun+A3sg+Pnon+Nom
metanet	metanet+Noun+A3sg+Pnon+Nom
metin	metin+Noun+A3sg+Pnon+Nom
asaletinden	asalet+Noun+A3sg+P3sg+Abl
parmaklarının	parmak+Noun+A3pl+P3sg+Gen
ucuna	uç+Noun+A3sg+P3sg+Dat
zafer	zafer+Noun+A3sg+Pnon+Nom
enayiyi	enayi+Adj^DB+Noun+Zero+A3sg+Pnon+Acc
ötekilerin	öte+Noun+A3sg+Pnon+Nom^DB+Adj+Rel^DB+Noun+Zero+A3pl+Pnon+Gen
kapısı	kapı+Noun+A3sg+P3sg+Nom
zamankinden	zaman+Noun+A3sg+Pnon+Nom^DB+Adj+Rel^DB+Noun+Zero+A3sg+Pnon+Abl
evimden	ev+Noun+A3sg+P1sg+Abl
damarıma	damar+Noun+A3sg+P1sg+Dat
çirkeften	çirkef+Adj^DB+Noun+Zero+A3sg+Pnon+Abl
ayıplamaya	ayıpla+Verb+Pos^DB+Noun+Inf2+A3sg+Pnon+Dat
komedyanızda	komedya+Noun+A3sg+P2pl+Loc
roller	rol+Noun+A3pl+Pnon+Nom
vermeye	ver+Verb+Pos^DB+Noun+Inf2+A3sg+Pnon+Dat
yüzüstü	yüzüst+Noun+A3sg+P3sg+Nom
alçaklığa	alçak+Adj^DB+Noun+Ness+A3sg+Pnon+Dat
çirkefin	çirkef+Noun+A3sg+Pnon+Gen
düşünceye	düşünce+Noun+A3sg+Pnon+Dat
felaket	felaket+Noun+A3sg+Pnon+Nom
tehlike	tehlike+Noun+A3sg+Pnon+Nom
gecikmede	gecik+Verb+Pos^DB+Noun+Inf2+A3sg+Pnon+Loc
namussuzlar	namus+Noun+A3sg+Pnon+Nom^DB+Adj+Without^DB+Noun+Zero+A3pl+Pnon+Nom
patırtıya	patırtı+Noun+A3sg+Pnon+Dat
köye	köy+Noun+A3sg+Pnon+Dat
kinin	kin+Noun+A3sg+Pnon+Gen
yakasına	yaka+Noun+A3sg+P3sg+Dat
yılda	yıl+Noun+A3sg+Pnon+Loc
uykusunu	uyku+Noun+A3sg+P3sg+Acc
uşağa	uşak+Noun+A3sg+Pnon+Dat
efendim	efendi+Noun+A3sg+P1sg+Nom
çıkmadan	çık+Verb+Pos^DB+Noun+Inf2+A3sg+Pnon+Abl
yapacakları	yap+Verb+Pos^DB+Noun+FutPart+A3sg+P3pl+Nom
konuşmak	konuş+Verb+Pos^DB+Noun+Inf1+A3sg+Pnon+Nom
yastıklara	yastık+Noun+A3pl+Pnon+Dat
dirseklerine	dirsek+Noun+A3pl+P3sg+Dat
tutam	tutam+Noun+A3sg+Pnon+Nom
yolmaya	yol+Verb+Pos^DB+Noun+Inf2+A3sg+Pnon+Dat
üşüme	üşü+Verb+Pos^DB+Noun+Inf2+A3sg+Pnon+Nom
nöbetine	nöbet+Noun+A3sg+P3sg+Dat
durduktan	dur+Verb+Pos^DB+Noun+PastPart+A3sg+Pnon+Abl
başarısızlığını	başarı+Noun+A3sg+Pnon+Nom^DB+Adj+Without^DB+Noun+Ness+A3sg+P3sg+Acc
taraftan	taraf+Noun+A3sg+Pnon+Abl
gidermek	gider+Verb+Pos^DB+Noun+Inf1+A3sg+Pnon+Nom
aceleyle	acele+Noun+A3sg+Pnon+Ins
hızıyla	hız+Noun+A3sg+P3sg+Ins
kandırmak	kan+Verb^DB+Verb+Caus+Pos^DB+Noun+Inf1+A3sg+Pnon+Nom
söylediklerimin	söyle+Verb+Pos^DB+Noun+PastPart+A3pl+P1sg+Gen
aynısını	aynı+Adj^DB+Noun+Zero+A3sg+P3sg+Acc
buradakiler	bura+Noun+A3sg+Pnon+Loc^DB+Adj+Rel^DB+Noun+Zero+A3pl+Pnon+Nom
koku	koku+Noun+A3sg+Pnon+Nom
almadan	al+Verb+Pos^DB+Noun+Inf2+A3sg+Pnon+Abl
halletmek	hallet+Verb+Pos^DB+Noun+Inf1+A3sg+Pnon+Nom
evde	ev+Noun+A3sg+Pnon+Loc
gelmesi	gel+Verb+Pos^DB+Noun+Inf2+A3sg+P3sg+Nom
çekeceği	çekecek+Noun+A3sg+P3sg+Nom
yerinde	yer+Noun+A3sg+P2sg+Loc
kafasında	kafa+Noun+A3sg+P3sg+Loc
fikirden	fikir+Noun+A3sg+Pnon+Abl
vaad	vaad+Noun+A3sg+Pnon+Nom
okuyucular	oku+Verb+Pos^DB+Noun+Agt+A3pl+Pnon+Nom
köyde	köy+Noun+A3sg+Pnon+Loc
keyfine	keyif+Noun+A3sg+P3sg+Dat
sebebini	sebep+Noun+A3sg+P3sg+Acc
kaplamaya	kapla+Verb+Pos^DB+Noun+Inf2+A3sg+Pnon+Dat
kahramanlarda	kahraman+Noun+A3pl+Pnon+Loc
hedeflerine	hedef+Noun+A3pl+P3sg+Dat
önsezi	önsezi+Noun+A3sg+Pnon+Nom
kalmanın	kalma+Adj^DB+Noun+Zero+A3sg+Pnon+Gen
tehlikesini	tehlike+Noun+A3sg+P3sg+Acc
vız	vız+Noun+A3sg+Pnon+Nom
ileride	ileri+Noun+A3sg+Pnon+Loc
söylentilere	söylenti+Noun+A3pl+Pnon+Dat
polisten	polis+Noun+A3sg+Pnon+Abl
evlendirmenin	evlen+Verb^DB+Verb+Caus+Pos^DB+Noun+Inf2+A3sg+Pnon+Gen
gereğine	gerek+Noun+A3sg+P3sg+Dat
köy	köy+Noun+A3sg+Pnon+Nom
papazı	papaz+Noun+A3sg+Pnon+Acc
evlenmeler	evlen+Verb+Pos^DB+Noun+Inf2+A3pl+Pnon+Nom
nikahı	nikah+Noun+A3sg+P3sg+Nom
il	il+Noun+A3sg+Pnon+Nom
icabı	icap+Noun+A3sg+P3sg+Nom
sadeliğin	sade+Adj^DB+Noun+Ness+A3sg+Pnon+Gen
olaya	olay+Noun+A3sg+Pnon+Dat
macera	macera+Noun+A3sg+Pnon+Nom
süsü	süs+Noun+A3sg+P3sg+Nom
damarına	damar+Noun+A3sg+P3sg+Dat
sarhoş	sarhoş+Noun+A3sg+Pnon+Nom
iyisi	iyi+Adj^DB+Noun+Zero+A3sg+P3sg+Nom
kıyamet	kıyamet+Noun+A3sg+Pnon+Nom
ötesi	öte+Noun+A3sg+P3sg+Nom
gürültü	gürültü+Noun+A3sg+Pnon+Nom
patırtı	patırtı+Noun+A3sg+Pnon+Nom
akrabaları	akraba+Noun+A3pl+P3sg+Nom
ihtimale	ihtimal+Noun+A3sg+Pnon+Dat
ikincisi	ikinci+Num+Ord^DB+Noun+Zero+A3sg+P3sg+Nom
muhitte	muhit+Noun+A3sg+Pnon+Loc
işlerinin	iş+Noun+A3pl+P3sg+Gen
olmayacağına	ol+Verb+Neg^DB+Noun+FutPart+A3sg+P3sg+Dat
düzeninin	düzen+Noun+A3sg+P3sg+Gen
gereklerinden	gerek+Noun+A3pl+P3sg+Abl
anlayışına	anlayış+Noun+A3sg+P3sg+Dat
muhit	muhit+Noun+A3sg+Pnon+Nom
rezaletlerinin	rezalet+Noun+A3pl+P3sg+Gen
du	du+Noun+A3sg+Pnon+Nom
havasında	hava+Noun+A3sg+P3sg+Loc
adımını	adım+Noun+A3sg+P3sg+Acc
annesinin	anne+Noun+A3sg+P3sg+Gen
desteklemesi	destekle+Verb+Pos^DB+Noun+Inf2+A3sg+P3sg+Nom
herkesi	herkes+Noun+A3sg+P3sg+Nom
mat	mat+Noun+A3sg+Pnon+Nom
konteslerden	kontes+Noun+A3pl+Pnon+Abl
tarzıyla	tarz+Noun+A3sg+P3sg+Ins
toptan	top+Noun+A3sg+Pnon+Abl
etmesine	et+Verb+Pos^DB+Noun+Inf2+A3sg+P3sg+Dat
dize	diz+Noun+A3sg+Pnon+Dat
hesaplarına	hesap+Noun+A3pl+P3sg+Dat
duyması	duy+Verb+Pos^DB+Noun+Inf2+A3sg+P3sg+Nom
ihtimali	ihtimal+Noun+A3sg+P3sg+Nom
şartlarda	şart+Noun+A3pl+Pnon+Loc
kocasıyla	koca+Noun+A3sg+P3sg+Ins
tanışmayı	tanış+Verb+Pos^DB+Noun+Inf2+A3sg+Pnon+Acc
ayağına	ayak+Noun+A3sg+P3sg+Dat
davet	davet+Noun+A3sg+Pnon+Nom
gelişini	gel+Verb+Pos^DB+Noun+Inf3+A3sg+P3sg+Acc
uzaklardan	uzak+Adj^DB+Noun+Zero+A3pl+Pnon+Abl
şapkası	şapka+Noun+A3sg+P3sg+Nom
aile	aile+Noun+A3sg+Pnon+Nom
reisinin	reis+Noun+A3sg+P3sg+Gen
gelişi	gel+Verb+Pos^DB+Noun+Inf3+A3sg+P3sg+Nom
gururunu	gurur+Noun+A3sg+P2sg+Acc
güç	güç+Noun+A3sg+Pnon+Nom
kilometrelik	kilometre+Noun+A3sg+Pnon+Nom^DB+Noun+Ness+A3sg+Pnon+Nom
yolu	yol+Noun+A3sg+Pnon+Acc
aştıktan	aş+Verb+Pos^DB+Noun+PastPart+A3sg+Pnon+Abl
arabacı	arabacı+Noun+A3sg+Pnon+Nom
atlarını	at+Noun+A3pl+P3sg+Acc
binanın	bina+Noun+A3sg+Pnon+Gen
zamanla	zaman+Noun+A3sg+Pnon+Ins
penceresi	pencere+Noun+A3sg+P3sg+Nom
ıhlamur	ıhlamur+Noun+A3sg+Pnon+Nom
ağaçlarıyla	ağaç+Noun+A3pl+P3sg+Ins
burayı	bura+Noun+A3sg+Pnon+Acc
yazlık	yaz+Noun+A3sg+Pnon+Nom^DB+Noun+Ness+A3sg+Pnon+Nom
kasırga	kasırga+Noun+A3sg+Pnon+Nom
tembel	tembel+Noun+A3sg+Pnon+Nom
havlunun	havlu+Noun+A3sg+Pnon+Gen
hamama	hamam+Noun+A3sg+Pnon+Dat
beyin	beyin+Noun+A3sg+Pnon+Nom
saçlarını	saç+Noun+A3pl+P3sg+Acc
